rank,word,len,partOfSpeech,frequency,dispersion
4902,slot,4,n,5130,0.94
4903,riot,4,n,5203,0.92
4904,nutrient,8,n,5426,0.88
4905,citizenship,11,n,5602,0.86
4906,severely,8,r,5035,0.95
4907,sovereignty,11,n,5541,0.86
4908,ridge,5,n,5229,0.91
4909,brave,5,j,5061,0.94
4910,lighting,8,n,5081,0.94
4911,specify,7,v,5379,0.89
4912,contributor,11,n,5084,0.94
4913,frustrate,9,v,4933,0.97
4914,crowd,5,v,5083,0.94
4915,articulate,10,v,5350,0.89
4916,importantly,11,r,5130,0.93
4917,transit,7,n,5226,0.91
4918,dense,5,j,5061,0.94
4919,seminar,7,n,5106,0.93
4920,electronics,11,n,5116,0.93
4921,sunny,5,j,5117,0.93
4922,shorts,6,n,5148,0.93
4923,swell,5,v,5125,0.93
4924,accusation,10,n,4987,0.95
4925,soften,6,v,5112,0.93
4926,photograph,10,v,5006,0.95
4927,straighten,10,v,5352,0.89
4928,terribly,8,r,5096,0.93
4929,cue,3,n,5186,0.92
4930,sudden,6,r,5211,0.91
4931,bride,5,n,5613,0.85
4932,biography,9,n,5015,0.95
4933,hazard,6,n,5159,0.92
4934,compelling,10,j,4995,0.95
4935,seldom,6,r,5009,0.95
4936,tile,4,n,5200,0.91
4937,economically,12,r,5169,0.92
4938,honestly,8,r,5042,0.94
4939,troubled,8,j,4991,0.95
4940,bow,3,v,5293,0.9
4941,twentieth,9,m,5458,0.87
4942,balanced,8,j,5486,0.86
4943,foreigner,9,n,5076,0.93
4944,launch,6,n,5080,0.93
4945,convenience,11,n,4972,0.95
4946,delight,7,n,5038,0.94
4947,weave,5,v,5015,0.94
4948,timber,6,n,5150,0.92
4949,till,4,c,5269,0.9
4950,accurately,10,r,5156,0.92
4951,plea,4,n,5000,0.95
4952,bulb,4,n,5157,0.92
4953,copy,4,v,4970,0.95
4954,flying,6,j,5056,0.93
4955,sustainable,11,j,5339,0.89
4956,devil,5,n,5051,0.94
4957,bolt,4,n,5148,0.92
4958,cargo,5,n,4991,0.95
4959,spine,5,n,5110,0.92
4960,seller,6,n,5083,0.93
4961,skilled,7,j,5047,0.94
4962,managing,8,j,5126,0.92
4963,public,6,r,4877,0.97
4964,marine,6,j,5154,0.92
4965,dock,4,n,5178,0.91
4966,organized,9,j,5011,0.94
4967,fog,3,n,5186,0.91
4968,diplomat,8,n,5185,0.91
4969,boring,6,j,4922,0.96
4970,sometime,8,r,4938,0.95
4971,summary,7,n,5304,0.89
4972,missionary,10,n,5438,0.87
4973,epidemic,8,n,5010,0.94
4974,fatal,5,j,4875,0.97
4975,trim,4,v,5113,0.92
4976,warehouse,9,n,5020,0.94
4977,accelerate,10,v,4923,0.96
4978,butterfly,9,n,5031,0.94
4979,bronze,6,n,5118,0.92
4980,drown,5,v,5097,0.92
4981,inherent,8,j,5339,0.88
4982,praise,6,n,4896,0.96
4983,nationwide,10,r,5104,0.92
4984,spit,4,v,5286,0.89
4985,harvest,7,v,5065,0.93
4986,kneel,5,v,5467,0.86
4987,vacuum,6,n,5028,0.93
4988,selected,8,j,5315,0.88
4989,dictate,7,v,4935,0.95
4990,stereotype,10,n,5109,0.92
4991,sensor,6,n,5154,0.91
4992,laundry,7,n,5063,0.93
4993,manual,6,n,5040,0.93
4994,pistol,6,n,5261,0.89
4995,naval,5,j,4990,0.94
4996,plaintiff,9,n,5312,0.88
4997,kid,3,v,5094,0.92
4998,middle-class,12,j,5025,0.93
4999,apology,7,n,4972,0.94
5000,till,4,i,5079,0.92
